"ID","FECHA_UTC","HORA_UTC","LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","FECHA_CORTE"
"16196","20131105","234547","-8.7947","-75.6401","16","4.5","20223006"
"16197","20131106","203407","-5.1186","-82.8937","20","4.8","20223006"
"16198","20131107","000136","-15.8152","-71.9281","128","4.6","20223006"
"16199","20131107","011848","-8.8291","-74.4542","156","4.5","20223006"
"16200","20131107","020018","-6.6829","-75.6649","131","4.6","20223006"
"16201","20131107","023926","-6.3158","-75.9802","37","4.6","20223006"
"16202","20131107","023942","-15.9717","-72.1863","101","4.5","20223006"
"16203","20131107","164724","-9.1626","-80.179","28","4.5","20223006"
"16204","20131108","072505","-17.6074","-69.7077","181","4.6","20223006"
"16205","20131108","092620","-11.1354","-74.5821","126","4.5","20223006"
"16206","20131108","151621","-18.6957","-72.4379","14","4.5","20223006"
"16207","20131108","153238","-3.1157","-80.4343","149","4.6","20223006"
"16208","20131109","020339","-7.5117","-80.7603","34","4.5","20223006"
"16209","20131109","022228","-13.084","-70.6455","26","4.7","20223006"
"16210","20131110","061610","-17.7364","-69.7881","171","4.5","20223006"
"16211","20131111","025709","-15.068","-75.7378","41","4.5","20223006"
"16212","20131111","032326","-15.0681","-75.7084","41","4.1","20223006"
"16213","20131111","051540","-15.2209","-76.1892","12","5.1","20223006"
"16214","20131111","113646","-4.1242","-80.4734","25","4.5","20223006"
"16215","20131111","164128","-9.8845","-75.0163","209","4.7","20223006"
"16216","20131111","172508","-4.5954","-80.8345","64","4.5","20223006"
"16217","20131112","023427","-9.3467","-78.7441","71","4.5","20223006"
"16218","20131112","035109","-8.3161","-76.1736","18","4.9","20223006"
"16219","20131114","062209","-5.7696","-78.9312","110","4.8","20223006"
"16220","20131114","075032","-7.9612","-74.534","157","4.9","20223006"
"16221","20131114","081710","-5.3245","-80.3543","51","4.6","20223006"
"16222","20131114","150247","-5.7926","-80.2229","60","5.5","20223006"
"16223","20131115","001357","-14.8526","-71.9001","128","5.3","20223006"
"16224","20131115","001748","-4.1093","-77.032","57","4.9","20223006"
"16225","20131115","044900","-9.451","-76.7936","19","4.5","20223006"
"16226","20131115","084037","-8.2392","-75.9199","168","4.8","20223006"
"16227","20131115","125218","-15.5258","-69.8928","244","4.1","20223006"
"16228","20131115","144713","-3.6349","-79.9588","34","4.6","20223006"
"16229","20131115","170845","-3.1251","-80.0817","199","4.6","20223006"
"16230","20131116","012815","-16.3753","-75.9713","23","5.4","20223006"
"16231","20131116","130518","-7.5931","-79.0189","40","4.5","20223006"
"16232","20131116","183810","-3.6529","-79.9678","97","4.5","20223006"
"16233","20131116","192534","-6.1988","-81.108","27","4.5","20223006"
"16234","20131116","202306","-8.2752","-74.2547","47","4.9","20223006"
"16235","20131117","082618","-15.1113","-72.0146","22","4.5","20223006"
"16236","20131117","122741","-15.92","-75.4844","23","5.3","20223006"
"16237","20131117","201630","-14.6259","-75.9642","43","5.1","20223006"
"16238","20131118","101107","-5.442","-75.5427","34","4.6","20223006"
"16239","20131118","183657","-3.7761","-76.2772","190","4.6","20223006"
"16240","20131118","234851","-15.3422","-71.8005","131","4.6","20223006"
"16241","20131119","013156","-4.0596","-80.0759","76","4.5","20223006"
"16242","20131119","143053","-5.9901","-80.2034","53","4.9","20223006"
"16243","20131119","191319","-14.5671","-75.9624","47","4.5","20223006"
"16244","20131120","044743","-10.6852","-77.9791","56","4.7","20223006"
"16245","20131120","124742","-8.4899","-76.2128","15","4.7","20223006"
"16246","20131120","184048","-5.6198","-81.861","14","4.5","20223006"
"16247","20131121","011824","-3.5459","-79.892","64","4.5","20223006"
"16248","20131121","020820","-9.0215","-79.6224","75","4.5","20223006"
"16249","20131121","043625","-12.1147","-75.2607","120","4.9","20223006"
"16250","20131121","045404","-8.9266","-75.0083","122","5.3","20223006"
"16251","20131121","064815","-16.5486","-71.9854","34","4.9","20223006"
"16252","20131121","084052","-8.1756","-74.4613","172","4.9","20223006"
"16253","20131121","091033","-12.402","-75.2404","132","4.6","20223006"
"16254","20131121","204714","-8.2391","-80.1339","35","4.5","20223006"
"16255","20131122","021400","-8.9267","-79.837","57","4.5","20223006"
"16256","20131122","023543","-4.7827","-80.2504","73","4.5","20223006"
"16257","20131122","045909","-11.8457","-77.2955","46","4.5","20223006"
"16258","20131122","064602","-7.9842","-79.0905","50","4.5","20223006"
"16259","20131122","082722","-4.8951","-77.1861","46","4.5","20223006"
"16260","20131122","175700","-5.5594","-81.9293","17","4.5","20223006"
"16261","20131123","055922","-3.3594","-80.8678","32","4.5","20223006"
"16262","20131123","060254","-8.2257","-76.4268","57","4.6","20223006"
"16263","20131124","081031","-3.7721","-77.7855","26","4.6","20223006"
"16264","20131124","121511","-7.3014","-76.3401","106","4.6","20223006"
"16265","20131124","125131","-16.478","-71.9012","41","4.5","20223006"
"16266","20131125","040354","-3.5912","-80.4483","26","4.5","20223006"
"16267","20131125","081218","-3.6775","-80.4361","20","4.5","20223006"
"16268","20131125","110115","-13.7848","-76.3513","32","4.5","20223006"
"16269","20131125","144511","-8.296","-76.0723","149","4.9","20223006"
"16270","20131125","194258","-3.4309","-80.3918","56","5.2","20223006"
"16271","20131125","200655","-12.7775","-76.4871","62","5.8","20223006"
"16272","20131126","084124","-12.532","-76.8849","57","4.5","20223006"
"16273","20131126","094716","-3.9589","-79.9689","92","4.6","20223006"
"16274","20131127","085145","-15.6747","-71.5795","21","4.5","20223006"
"16275","20131127","125959","-8.1194","-79.8617","44","4.6","20223006"
"16276","20131127","162151","-16.7842","-69.3407","194","4.6","20223006"
"16277","20131127","203050","-18.532","-69.706","81","4.8","20223006"
"16278","20131128","062100","-3.395","-77.6883","57","4.7","20223006"
"16279","20131128","075318","-5.6075","-77.2742","81","4.6","20223006"
"16280","20131128","142316","-15.8985","-75.3764","5","4.5","20223006"
"16281","20131128","183927","-4.1869","-80.5683","35","4.5","20223006"
"16282","20131129","171632","-7.8316","-73.778","56","4.5","20223006"
"16283","20131129","191920","-15.7101","-70.5512","233","4.8","20223006"
"16284","20131130","010756","-5.4455","-77.0486","23","4.6","20223006"
"16285","20131130","032350","-5.8911","-77.429","119","4.6","20223006"
"16286","20131130","063932","-4.8422","-75.7147","145","4.5","20223006"
"16287","20131130","163851","-2.57","-77.6096","158","5.3","20223006"
"16288","20131130","212916","-10.7585","-74.7754","151","4.5","20223006"
"16289","20131201","030804","-9.342","-75.4585","140","4.5","20223006"
"16290","20131201","042847","-10.4475","-75.9768","146","4.6","20223006"
"16291","20131201","103450","-10.3857","-78.0664","51","4.7","20223006"
"16292","20131201","163342","-3.8425","-79.6991","173","4.5","20223006"
"16293","20131202","144551","-10.145","-74.9091","164","4.7","20223006"
"16294","20131202","204234","-8.3936","-76.2667","139","4.6","20223006"
"16295","20131202","231510","-4.4823","-79.129","25","4.5","20223006"
"16296","20131203","070404","-3.7556","-80.8987","33","4.5","20223006"
"16297","20131203","082719","-5.63","-81.8157","16","4.5","20223006"
"16298","20131203","093339","-15.2547","-72.3531","99","4.5","20223006"
"16299","20131203","102125","-6.1337","-81.7561","22","4.5","20223006"
"16300","20131203","112519","-3.7341","-77.8396","285","4.5","20223006"
"16301","20131203","171720","-8.6012","-79.0724","51","4.6","20223006"
"16302","20131203","192052","-8.185","-74.1882","201","4.9","20223006"
"16303","20131203","211328","-14.129","-74.502","85","4.5","20223006"
"16304","20131204","035538","-3.87","-81.0074","35","4.5","20223006"
"16305","20131204","083806","-9.9155","-75.6158","42","4.9","20223006"
"16306","20131204","164920","-2.9729","-80.3581","44","4.6","20223006"
"16307","20131204","171311","-6.0748","-78.8332","19","4.5","20223006"
"16308","20131205","041154","-15.088","-72.4795","37","4.9","20223006"
"16309","20131205","235558","-2.9993","-80.877","45","4.5","20223006"
"16310","20131206","022400","-4.0984","-80.9937","28","4.5","20223006"
"16311","20131206","080245","-15.1598","-72.386","55","4.6","20223006"
"16312","20131206","101302","-5.2369","-76.3958","31","4.5","20223006"
"16313","20131206","173356","-4.1222","-77.0502","56","4.5","20223006"
"16314","20131206","223053","-16.3551","-70.1355","185","5","20223006"
"16315","20131206","231041","-10.1855","-80.2367","40","4.8","20223006"
"16316","20131206","232247","-9.9787","-80.3202","27","4.5","20223006"
"16317","20131207","055147","-3.1836","-78.6544","253","4.5","20223006"
"16318","20131207","164522","-4.3387","-81.796","22","4.5","20223006"
"16319","20131207","192452","-4.718","-79.4462","116","4.5","20223006"
"16320","20131208","064217","-4.6906","-81.0801","31","4.5","20223006"
"16321","20131208","121337","-16.082","-74.6505","29","4.7","20223006"
"16322","20131208","124526","-5.0014","-77.085","52","4.5","20223006"
"16323","20131209","083424","-5.3392","-79.4033","121","4.5","20223006"
"16324","20131209","101825","-9.382","-79.0722","49","4.5","20223006"
"16325","20131209","162852","-18.2987","-69.5542","139","4.8","20223006"
"16326","20131210","015008","-10.0037","-74.5197","68","4.6","20223006"
"16327","20131210","024222","-9.0863","-80.3992","22","4.5","20223006"
"16328","20131211","163126","-5.1092","-78.6833","39","4.5","20223006"
"16329","20131211","174827","-8.962","-80.2413","58","4.5","20223006"
"16330","20131212","124322","-8.3502","-76.3962","30","5","20223006"
"16331","20131212","204605","-14.369","-72.4618","30","4.5","20223006"
"16332","20131213","025530","-6.0169","-78.9045","29","4.5","20223006"
"16333","20131213","045832","-8.647","-76.2605","103","4.8","20223006"
"16334","20131213","094755","-18.1792","-69.5477","156","4.9","20223006"
"16335","20131213","203218","-4.2902","-80.5263","47","4.5","20223006"
"16336","20131213","234535","-9.3492","-75.7369","30","4.7","20223006"
"16337","20131214","000715","-16.2464","-74.7454","23","4.6","20223006"
"16338","20131214","014112","-3.1434","-81.0785","28","5.3","20223006"
"16339","20131214","060529","-9.6219","-75.6296","182","4.8","20223006"
"16340","20131215","004041","-3.0031","-81.231","24","4.5","20223006"
"16341","20131215","112005","-14.5832","-74.0315","88","4.7","20223006"
"16342","20131215","125514","-7.2494","-76.9061","122","5.5","20223006"
"16343","20131215","151739","-9.0082","-74.8176","161","4.9","20223006"
"16344","20131216","021410","-5.1677","-77.6749","76","4.5","20223006"
"16345","20131216","192956","-17.6115","-69.3356","147","4.8","20223006"
"16346","20131217","024558","-8.0745","-73.6976","202","4.6","20223006"
"16347","20131217","171417","-5.2217","-78.7195","18","4.5","20223006"
"16348","20131217","201134","-9.7703","-79.3332","63","4.8","20223006"
"16349","20131218","010937","-5.6203","-76.5163","98","4.7","20223006"
"16350","20131218","040953","-7.868","-75.2423","127","4.6","20223006"
"16351","20131218","165706","-6.7833","-77.6733","158","4.5","20223006"
"16352","20131219","035326","-9.8045","-74.4904","144","4.8","20223006"
"16353","20131219","173525","-15.6289","-71.9635","129","4.9","20223006"
"16354","20131219","185838","-9.3247","-80.1288","29","4.8","20223006"
"16355","20131219","205621","-13.2238","-75.0465","84","4.9","20223006"
"16356","20131220","091145","-17.5894","-73.4893","24","4.8","20223006"
"16357","20131220","121444","-9.604","-78.9829","44","4.7","20223006"
"16358","20131220","132904","-6.3239","-81.4309","26","4.6","20223006"
"16359","20131221","041823","-3.2262","-81.014","30","4.5","20223006"
"16360","20131221","043632","-5.8372","-80.964","15","4.5","20223006"
"16361","20131221","164818","-4.9556","-76.008","57","4.6","20223006"
"16362","20131222","100545","-10.5703","-75.1007","143","4.7","20223006"
"16363","20131222","145633","-15.6299","-75.6637","12","4.8","20223006"
"16364","20131222","163806","-5.4069","-81.8316","26","4.5","20223006"
"16365","20131222","182057","-4.0219","-80.9721","40","4.5","20223006"
"16366","20131222","230901","-18.0915","-69.5866","160","4.7","20223006"
"16367","20131223","052235","-5.7271","-77.1599","112","4.6","20223006"
"16368","20131223","060308","-15.3953","-72.9167","44","5","20223006"
"16369","20131223","144020","-14.2701","-73.8424","97","4.5","20223006"
"16370","20131223","145347","-8.9042","-79.5135","37","4.7","20223006"
"16371","20131223","222555","-14.478","-73.7844","48","4.5","20223006"
"16372","20131224","013530","-3.8232","-76.4355","42","4.7","20223006"
"16373","20131224","112005","-9.5021","-79.0752","42","4.5","20223006"
"16374","20131224","205220","-8.6888","-74.9246","155","4.8","20223006"
"16375","20131225","065207","-5.5555","-76.897","144","4.5","20223006"
"16376","20131225","081148","-5.3041","-76.1247","102","4.7","20223006"
"16377","20131225","172834","-2.7533","-81.9784","37","4.5","20223006"
"16378","20131226","094941","-5.5349","-81.7311","41","4.5","20223006"
"16379","20131226","155309","-4.4731","-80.0995","90","4.5","20223006"
"16380","20131226","230512","-4.5632","-76.647","164","4.5","20223006"
"16381","20131227","044855","-16.8782","-72.3574","68","4.8","20223006"
"16382","20131227","080424","-14.8812","-74.4696","106","4.6","20223006"
"16383","20131227","211426","-4.1639","-77.0478","65","4.5","20223006"
"16384","20131228","021607","-7.1365","-75.9786","196","4.5","20223006"
"16385","20131228","101731","-5.5723","-77.5969","125","4.5","20223006"
"16386","20131229","065619","-14.166","-73.0564","139","4.6","20223006"
"16387","20131229","070453","-15.867","-71.7273","16","4.5","20223006"
"16388","20131229","080346","-13.6838","-72.6224","76","4.8","20223006"
"16389","20131229","154342","-8.434","-75.8283","75","4.6","20223006"
"16390","20131230","071319","-13.4053","-72.3521","34","4.6","20223006"
"16391","20131230","121922","-16.2079","-73.9527","39","4.6","20223006"
"16392","20131230","222252","-3.5951","-80.6746","51","4.5","20223006"
"16393","20131230","234806","-10.5465","-75.0323","233","5","20223006"
"16394","20131231","045226","-8.5539","-77.6048","101","4.5","20223006"
"16395","20131231","083102","-11.5069","-73.0025","145","4.8","20223006"
"16396","20131231","084231","-3.6657","-81.2984","25","4.5","20223006"
"16397","20140102","084243","-3.2547","-81.3001","6","4.5","20223006"
"16398","20140102","222745","-11.1958","-78.4315","28","5","20223006"
"16399","20140103","100938","-10.1713","-75.6403","20","5","20223006"
"16400","20140103","115852","-15.7503","-74.9519","59","4.5","20223006"
"16401","20140105","200052","-16.4699","-72.1121","115","4.5","20223006"
"16402","20140106","022010","-8.0615","-80.7547","6","4.8","20223006"
"16403","20140106","025235","-10.1069","-77.8579","90","4.9","20223006"
"16404","20140106","035337","-9.6022","-74.7834","19","4.5","20223006"
"16405","20140106","133413","-11.3257","-76.5491","131","4.9","20223006"
"16406","20140106","192556","-2.9279","-80.6011","81","4.5","20223006"
"16407","20140106","200542","-4.8901","-80.8541","38","5.2","20223006"
"16408","20140108","153918","-5.0569","-80.0342","89","5.3","20223006"
"16409","20140109","223506","-4.0766","-79.8045","52","4.5","20223006"
"16410","20140113","022111","-15.0093","-74.4843","119","4.5","20223006"
"16411","20140113","091741","-5.3216","-78.6665","28","4.9","20223006"
"16412","20140113","134324","-3.2128","-80.6821","44","4.6","20223006"
"16413","20140113","170937","-10.1066","-78.8894","48","4.8","20223006"
"16414","20140113","204529","-5.3984","-80.7194","38","4.9","20223006"
"16415","20140115","020914","-5.7537","-78.7135","21","4.5","20223006"
"16416","20140115","175443","-5.3644","-80.2813","55","4.7","20223006"
"16417","20140116","142232","-4.2489","-80.8043","37","4.6","20223006"
"16418","20140116","233206","-16.4535","-70.5151","187","4.6","20223006"
"16419","20140117","061115","-8.8607","-74.5336","230","4.9","20223006"
"16420","20140117","171105","-13.7363","-76.4264","36","4.7","20223006"
"16421","20140118","055421","-15.6264","-72.1193","141","5","20223006"
"16422","20140118","160126","-16.1434","-71.5692","137","4.5","20223006"
"16423","20140119","032007","-4.0931","-77.9778","46","4.8","20223006"
"16424","20140119","033037","-3.6772","-80.8252","21","4.5","20223006"
"16425","20140119","094005","-15.5648","-75.3068","19","4.6","20223006"
"16426","20140120","045953","-15.192","-71.9702","39","4.6","20223006"
"16427","20140120","052700","-12.2535","-76.6344","91","4.6","20223006"
"16428","20140121","105205","-9.373","-75.8537","167","4.6","20223006"
"16429","20140121","143235","-4.5133","-82.0657","23","4.9","20223006"
"16430","20140122","004820","-6.5565","-80.7202","34","4.8","20223006"
"16431","20140122","031018","-9.8771","-76.3505","135","4.7","20223006"
"16432","20140122","044643","-18.0967","-70.1908","135","4.9","20223006"
"16433","20140122","083910","-10.4033","-79.0933","28","4.8","20223006"
"16434","20140122","183640","-16.9948","-72.6093","38","4.5","20223006"
"16435","20140123","054335","-9.5609","-74.476","201","4.9","20223006"
"16436","20140123","122617","-5.7842","-76.4784","100","4.5","20223006"
"16437","20140123","154121","-14.2186","-73.582","120","5","20223006"
"16438","20140123","161312","-17.5801","-69.1898","33","4.9","20223006"
"16439","20140124","051232","-14.7306","-73.5484","96","4.6","20223006"
"16440","20140124","085356","-6.8822","-76.8122","59","4.5","20223006"
"16441","20140124","195826","-18.0127","-70.5222","54","4.5","20223006"
"16442","20140125","062822","-9.9356","-80.3917","55","4.8","20223006"
"16443","20140125","140425","-5.1946","-77.3977","42","4.8","20223006"
"16444","20140126","051027","-3.8637","-81.178","45","5.6","20223006"
"16445","20140126","052854","-4.0958","-80.9462","16","4.5","20223006"
"16446","20140126","144351","-3.992","-80.9963","42","4.6","20223006"
"16447","20140127","020227","-4.4597","-80.3761","55","4.7","20223006"
"16448","20140127","060037","-11.3319","-74.8146","124","4.6","20223006"
"16449","20140127","072601","-14.5564","-73.6375","46","4.5","20223006"
"16450","20140127","110955","-4.1014","-77.5798","56","4.6","20223006"
"16451","20140128","074912","-10.8835","-76.5441","144","4.7","20223006"
"16452","20140128","145408","-2.9392","-80.4188","135","4.5","20223006"
"16453","20140128","151926","-4.6577","-81.738","29","4.8","20223006"
"16454","20140128","171205","-16.6632","-72.2937","90","4.6","20223006"
"16455","20140129","100153","-18.6585","-69.9325","120","5.8","20223006"
"16456","20140130","061252","-9.7532","-75.0737","122","4.5","20223006"
"16457","20140130","183456","-10.6891","-75.575","146","4.6","20223006"
"16458","20140131","063147","-8.4329","-74.3725","77","4.6","20223006"
"16459","20140131","091222","-13.8955","-69.6834","15","4.6","20223006"
"16460","20140131","133411","-8.4202","-80.4393","57","4.5","20223006"
"16461","20140131","134821","-18.271","-69.9669","150","4.8","20223006"
"16462","20140131","141819","-3.5643","-77.542","167","4.5","20223006"
"16463","20140131","161610","-10.1701","-78.7662","26","4.6","20223006"
"16464","20140201","025609","-3.4772","-81.3037","27","4.5","20223006"
"16465","20140201","041232","-15.5809","-72.785","53","4.6","20223006"
"16466","20140202","012452","-13.7926","-76.3907","48","4.6","20223006"
"16467","20140202","085707","-16.1427","-74.3905","53","5.4","20223006"
"16468","20140202","093147","-4.6204","-77.8636","159","4.7","20223006"
"16469","20140203","000843","-6.5055","-75.5519","151","4.9","20223006"
"16470","20140204","003948","-15.9071","-74.2673","67","4.5","20223006"
"16471","20140204","013346","-4.1252","-80.912","37","4.6","20223006"
"16472","20140204","030006","-4.9754","-77.3636","138","4.6","20223006"
"16473","20140204","103235","-7.9009","-75.7326","185","4.9","20223006"
"16474","20140204","121747","-14.1472","-74.7852","86","4.8","20223006"
"16475","20140204","134733","-16.2012","-71.8782","116","4.6","20223006"
"16476","20140205","015950","-16.1518","-74.7544","29","4.6","20223006"
"16477","20140205","054509","-15.5664","-75.5528","37","4.5","20223006"
"16478","20140205","075600","-10.8808","-75.1218","13","4.6","20223006"
"16479","20140205","202351","-15.4175","-76.0888","35","4.7","20223006"
"16480","20140206","061139","-3.0096","-80.1909","40","4.5","20223006"
"16481","20140206","182543","-5.2636","-76.8803","135","4.7","20223006"
"16482","20140208","013549","-6.5587","-79.5914","79","4.6","20223006"
"16483","20140208","035158","-10.476","-73.6481","31","4.5","20223006"
"16484","20140208","042707","-8.2349","-79.7805","39","4.6","20223006"
"16485","20140208","061805","-4.8247","-77.8189","60","4.7","20223006"
"16486","20140208","095248","-5.4901","-77.1097","29","4.6","20223006"
"16487","20140209","121220","-17.6888","-70.0497","158","4.8","20223006"
"16488","20140209","175302","-15.1065","-72.0929","106","5.3","20223006"
"16489","20140210","020905","-4.2561","-77.9317","53","4.6","20223006"
"16490","20140210","042216","-16.1294","-71.7301","133","4.5","20223006"
"16491","20140210","042347","-9.8735","-79.6175","34","4.7","20223006"
"16492","20140210","050302","-14.2029","-72.9596","104","4.7","20223006"
"16493","20140210","073835","-16.1911","-73.3556","47","4.5","20223006"
"16494","20140211","235119","-10.629","-75.064","33","4.9","20223006"
"16495","20140213","034534","-11.4705","-77.8674","54","4.6","20223006"
"16496","20140213","041331","-11.9514","-75.967","92","4.6","20223006"
"16497","20140213","063636","-4.5168","-76.7952","116","4.7","20223006"
"16498","20140214","050847","-14.8051","-73.0149","100","4.6","20223006"
"16499","20140214","153119","-3.3528","-77.8809","184","4.6","20223006"
"16500","20140214","204430","-4.1682","-76.4022","173","4.7","20223006"
"16501","20140215","042214","-17.7872","-69.5407","186","4.6","20223006"
"16502","20140215","053319","-14.5988","-73.6409","97","4.7","20223006"
"16503","20140215","141403","-9.2062","-80.2631","56","4.6","20223006"
"16504","20140215","191540","-10.633","-75.0737","28","4.6","20223006"
"16505","20140216","051028","-3.042","-80.3565","66","4.8","20223006"
"16506","20140216","083108","-16.8288","-69.8515","219","4.5","20223006"
"16507","20140216","090434","-3.2106","-80.2509","66","4.5","20223006"
"16508","20140216","222711","-7.8446","-74.2708","199","4.5","20223006"
"16509","20140217","191348","-7.8439","-75.9279","156","4.9","20223006"
"16510","20140218","023656","-4.4542","-75.0199","44","4.5","20223006"
"16511","20140218","233555","-14.5449","-76.1373","43","6.1","20223006"
"16512","20140218","235046","-14.4815","-75.9255","46","4.5","20223006"
"16513","20140218","235407","-14.4679","-75.9424","45","4.5","20223006"
"16514","20140219","000103","-14.295","-75.851","57","4.5","20223006"
"16515","20140219","001429","-14.3432","-75.9543","61","4.5","20223006"
"16516","20140219","015225","-14.261","-75.5651","49","4.5","20223006"
"16517","20140219","021901","-14.4506","-75.9861","50","4.8","20223006"
"16518","20140219","022858","-14.5027","-76.0028","49","4.5","20223006"
"16519","20140219","032834","-14.4217","-76.018","51","4.6","20223006"
"16520","20140219","034245","-14.4617","-76.1096","51","4.7","20223006"
"16521","20140219","040006","-14.5374","-76.0484","41","4.7","20223006"
"16522","20140219","040448","-14.4862","-75.9001","45","4.6","20223006"
"16523","20140219","044419","-14.4495","-75.8684","47","4.5","20223006"
"16524","20140219","044715","-14.3755","-75.9923","52","4.5","20223006"
"16525","20140219","050342","-14.4826","-76.0601","52","4.7","20223006"
"16526","20140219","063906","-14.4443","-75.9588","47","4.7","20223006"
"16527","20140219","072653","-14.4536","-75.9119","52","4.5","20223006"
"16528","20140219","103807","-14.4576","-75.9835","54","4.7","20223006"
"16529","20140219","121952","-14.406","-75.9879","57","4.8","20223006"
"16530","20140219","205035","-13.9557","-75.1537","119","4.5","20223006"
"16531","20140220","034514","-14.3962","-75.9918","51","4.9","20223006"
"16532","20140220","110259","-5.1659","-78.0816","22","4.9","20223006"
"16533","20140220","201535","-12.8325","-76.9909","38","4.6","20223006"
"16534","20140220","203648","-4.8859","-80.8553","33","4.6","20223006"
"16535","20140222","153545","-3.5614","-77.5786","55","4.8","20223006"
"16536","20140224","024658","-11.5541","-74.0489","25","4.6","20223006"
"16537","20140224","131139","-9.7686","-78.8134","39","4.6","20223006"
"16538","20140224","131539","-3.5968","-81.6272","5","4.5","20223006"
"16539","20140225","024236","-4.4749","-80.7204","39","4.5","20223006"
"16540","20140225","030528","-11.1892","-77.1088","72","4.9","20223006"
"16541","20140225","031212","-8.5726","-80.2014","20","4.6","20223006"
"16542","20140225","033114","-8.1519","-73.5401","43","4.5","20223006"
"16543","20140225","095828","-14.9033","-72.5965","122","4.7","20223006"
"16544","20140225","195446","-8.1369","-80.3702","50","4.6","20223006"
"16545","20140226","204523","-5.0694","-78.2041","18","4.5","20223006"
"16546","20140227","014848","-17.9303","-69.916","182","4.5","20223006"
"16547","20140227","060136","-9.0579","-80.3021","50","4.9","20223006"
"16548","20140227","064015","-17.724","-70.9405","63","4.5","20223006"
"16549","20140227","092526","-9.2983","-78.789","82","4.8","20223006"
"16550","20140228","104509","-8.4314","-74.8312","68","4.5","20223006"
"16551","20140301","051134","-15.3231","-71.8171","126","4.5","20223006"
"16552","20140301","051809","-14.3132","-75.5352","53","4.5","20223006"
"16553","20140301","105229","-13.7232","-76.6336","43","5.1","20223006"
"16554","20140301","121016","-12.9998","-75.2799","111","4.7","20223006"
"16555","20140301","124635","-3.3277","-80.2636","69","4.7","20223006"
"16556","20140301","135531","-8.4563","-74.137","193","4.9","20223006"
"16557","20140301","190328","-8.9704","-80.0465","45","4.8","20223006"
"16558","20140301","194534","-5.2011","-76.1889","64","4.9","20223006"
"16559","20140302","010051","-3.7092","-79.8801","113","4.5","20223006"
"16560","20140302","045742","-14.4113","-75.868","51","4.7","20223006"
"16561","20140302","051226","-4.9994","-75.7459","69","4.9","20223006"
"16562","20140302","133557","-7.3346","-75.8255","145","4.9","20223006"
"16563","20140302","173646","-14.9887","-73.9299","97","4.6","20223006"
"16564","20140302","192224","-14.4309","-75.9763","54","4.9","20223006"
"16565","20140303","212410","-3.8511","-77.4866","139","4.5","20223006"
"16566","20140304","072343","-2.9661","-76.923","29","4.8","20223006"
"16567","20140304","104811","-4.1437","-79.7685","83","4.6","20223006"
"16568","20140304","113438","-7.2201","-76.8134","151","4.7","20223006"
"16569","20140304","132633","-7.6139","-80.3178","27","4.6","20223006"
"16570","20140305","042541","-3.9318","-76.731","137","4.9","20223006"
"16571","20140305","043307","-6.767","-75.5359","163","4.6","20223006"
"16572","20140305","144251","-10.423","-78.4426","39","4.6","20223006"
"16573","20140306","023122","-4.5047","-79.7668","95","4.8","20223006"
"16574","20140306","185739","-3.5072","-80.0702","85","4.6","20223006"
"16575","20140306","211859","-16.3237","-74.4067","16","4.8","20223006"
"16576","20140307","025958","-12.0118","-73.1728","25","4.7","20223006"
"16577","20140307","052902","-18.2876","-70.0609","134","4.5","20223006"
"16578","20140307","081300","-7.5316","-74.4694","37","4.9","20223006"
"16579","20140307","125955","-10.6889","-79.3052","49","4.5","20223006"
"16580","20140307","232032","-8.8155","-79.5045","29","4.9","20223006"
"16581","20140308","125025","-7.6951","-74.1153","181","4.8","20223006"
"16582","20140308","152031","-8.4497","-77.4551","154","4.6","20223006"
"16583","20140309","011255","-5.5311","-76.8761","106","4.9","20223006"
"16584","20140309","155804","-17.098","-72.0952","43","4.7","20223006"
"16585","20140309","165427","-16.1015","-72.1739","115","4.8","20223006"
"16586","20140309","182619","-15.9743","-73.0869","37","4.7","20223006"
"16587","20140309","232156","-4.1313","-78.2739","31","4.5","20223006"
"16588","20140311","005806","-15.4668","-73.59","74","4.7","20223006"
"16589","20140311","080750","-3.8182","-80.2758","32","4.5","20223006"
"16590","20140311","080841","-16.2384","-74.5931","53","5.1","20223006"
"16591","20140311","092109","-17.0474","-71.6494","26","4.5","20223006"
"16592","20140311","112539","-7.1499","-75.1994","128","4.8","20223006"
"16593","20140311","233756","-8.5068","-74.9907","132","4.9","20223006"
"16594","20140312","085948","-4.5153","-75.3935","160","4.5","20223006"
"16595","20140312","094703","-7.0116","-74.3674","181","4.9","20223006"
"16596","20140313","092640","-5.4467","-78.7488","21","4.9","20223006"
"16597","20140313","094203","-7.9326","-79.6421","21","4.9","20223006"
"16598","20140313","211843","-14.4102","-75.9218","39","4.8","20223006"
"16599","20140314","065603","-14.3363","-74.1737","127","5.1","20223006"
"16600","20140315","004957","-9.0223","-79.7243","56","4.5","20223006"
"16601","20140315","055318","-7.1818","-76.5668","56","4.6","20223006"
"16602","20140315","060544","-14.1391","-76.2971","34","5.2","20223006"
"16603","20140315","085916","-14.421","-76.9944","30","6.2","20223006"
"16604","20140315","090905","-15.5237","-72.4398","106","5.1","20223006"
"16605","20140315","091205","-14.2636","-76.6209","28","4.5","20223006"
"16606","20140315","110310","-4.0825","-80.1195","33","4.7","20223006"
"16607","20140315","235131","-5.6595","-81.127","39","6.4","20223006"
